lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01000506,11,0.0082589085295314,319.99999999999994,1,Apparently adequate
E01000507,4,0.0047564621910686,458.0,5,Apparently adequate
E01000508,8,0.0099360291276765,496.0,1,Apparently adequate
E01000509,1,0.0,401.0,1,Apparently adequate
E01000510,3,0.0559821244766589,443.0,1,Saturated / potentially underprovided
E01000511,21,0.0052888374483575,455.0,1,Apparently adequate
E01000512,10,0.0331639274680298,434.99999999999994,4,Saturated / potentially underprovided
E01000513,3,0.0101340663577031,620.0,5,Apparently adequate
E01000514,1,0.0,609.0,5,Apparently adequate
E01000515,0,,526.0,3,"Low-demand, no provision"
E01000516,4,0.0024976851850887,762.0,4,Apparently adequate
E01000517,0,,597.0,7,Demand-implied desert
E01000518,2,0.0020013503082561,632.0,5,Apparently adequate
E01000519,3,0.0112224794232896,685.0,3,Apparently adequate
E01000520,2,0.0,576.0,3,Apparently adequate
E01000521,3,0.021567772633359,378.99999999999994,1,Saturated / potentially underprovided
E01000522,4,0.0244160879620949,457.0,1,Saturated / potentially underprovided
E01000523,5,0.029889660493287,421.0,1,Saturated / potentially underprovided
E01000524,3,0.0206287937233796,415.0,1,Saturated / potentially underprovided
E01000525,4,0.0164162808633294,367.99999999999994,1,Saturated / potentially underprovided
E01000526,3,0.0090785751026877,480.0,1,Apparently adequate
E01000527,9,0.0412904235242412,377.0,1,Saturated / potentially underprovided
E01000528,2,0.0213265817899305,396.00000000000006,1,Saturated / potentially underprovided
E01000530,21,0.0058419955169477,555.0,8,Apparently adequate
E01000531,21,0.0223627461782958,395.0,3,Saturated / potentially underprovided
E01000532,15,0.0075596965018004,376.0,6,Apparently adequate
E01000533,7,0.0158262511019161,416.0,1,Apparently adequate
E01000534,15,0.0041376543209104,562.0,6,Apparently adequate
E01000535,11,0.0115891379065831,509.0,2,Apparently adequate
E01000536,1,0.0169066358018904,632.0,8,Saturated / potentially underprovided
E01000538,1,0.0087079475297067,769.0,8,Apparently adequate
E01000539,1,0.0,644.0,8,Apparently adequate
E01000540,0,,691.0,9,Demand-implied desert
E01000541,0,,514.0,5,"Low-demand, no provision"
E01000543,0,,577.0,6,Demand-implied desert
E01000544,6,0.0052664609052211,292.0,2,Apparently adequate
E01000545,8,0.0097722318664158,347.0,2,Apparently adequate
E01000546,13,0.0104408683518815,359.99999999999994,2,Apparently adequate
E01000547,18,0.0113157578870027,384.0,6,Apparently adequate
E01000548,3,0.014555298353395,335.99999999999994,2,Apparently adequate
E01000549,4,0.0291948945462641,425.99999999999994,7,Saturated / potentially underprovided
E01000550,4,0.0067844007198752,367.0,2,Apparently adequate
E01000551,10,0.0044556327159722,540.9999999999999,2,Apparently adequate
E01000552,5,0.0162966306575102,282.0,3,Saturated / potentially underprovided
E01000553,11,0.0082464576316463,413.0,3,Apparently adequate
E01000554,5,0.0217268518513888,504.0,3,Saturated / potentially underprovided
E01000555,9,0.0048909893684842,475.99999999999994,6,Apparently adequate
E01000556,1,0.0,302.0,2,Apparently adequate
E01000557,9,0.0134407150203617,362.0,3,Apparently adequate
E01000558,6,0.0065054012341177,389.0,4,Apparently adequate
E01000559,1,0.0158271604934413,350.0,5,Apparently adequate
E01000560,10,0.0069991512340277,463.99999999999994,6,Apparently adequate
E01000561,4,0.0096166087960069,426.0,3,Apparently adequate
E01000562,0,,737.0,8,Demand-implied desert
E01000563,0,,744.0,9,Demand-implied desert
E01000564,0,,504.00000000000006,4,"Low-demand, no provision"
E01000565,0,,511.00000000000006,4,"Low-demand, no provision"
E01000566,0,,627.0,7,Demand-implied desert
E01000567,3,0.0246574074066358,541.0,4,Saturated / potentially underprovided
E01000568,0,,514.0,9,"Low-demand, no provision"
E01000569,0,,697.0,8,Demand-implied desert
E01000570,0,,497.0,3,"Low-demand, no provision"
E01000571,0,,652.0,5,Demand-implied desert
E01000572,0,,566.0,6,Demand-implied desert
E01000573,1,0.0,539.0,5,Apparently adequate
E01000574,1,0.0259610339504243,579.0,6,Saturated / potentially underprovided
E01000575,1,0.0,654.0,5,Apparently adequate
E01000576,2,7.69675925925926e-05,639.0,5,Apparently adequate
E01000577,2,0.0027276234560185,653.0,1,Apparently adequate
E01000578,3,0.0203169152938957,687.0,2,Saturated / potentially underprovided
E01000579,20,0.00945178433614,400.0,6,Apparently adequate
E01000580,35,0.0141096175040233,595.0,6,Apparently adequate
E01000581,20,0.0045547646602237,465.0,7,Apparently adequate
E01000582,37,0.0126724276355782,551.0,9,Apparently adequate
E01000583,14,0.0167517636679251,530.0,7,Saturated / potentially underprovided
E01000584,5,0.0122406249996141,457.0,8,Apparently adequate
E01000585,6,0.0137299382712834,404.0,6,Apparently adequate
E01000586,6,0.0179999035480645,462.0,4,Saturated / potentially underprovided
E01000587,2,0.0096380208333333,672.0,6,Apparently adequate
E01000589,0,,864.0000000000001,5,Demand-implied desert
E01000590,4,0.0021793981478587,703.0,7,Apparently adequate
E01000591,2,0.0080251736110146,600.9999999999999,5,Apparently adequate
E01000592,1,0.0188680555555555,707.0,5,Saturated / potentially underprovided
E01000593,0,,738.0,4,Demand-implied desert
E01000594,2,0.0150767746911651,583.0,6,Apparently adequate
E01000595,6,0.0634504565320537,348.0,1,Saturated / potentially underprovided
E01000596,4,0.036872202930652,450.0,1,Saturated / potentially underprovided
E01000599,1,0.0155340792177211,428.0,1,Apparently adequate
E01000601,0,,343.0,1,"Low-demand, no provision"
E01000602,0,,383.0,1,"Low-demand, no provision"
E01000603,0,,309.0,1,"Low-demand, no provision"
E01000604,0,,461.0,1,"Low-demand, no provision"
E01000605,1,0.0,413.0,1,Apparently adequate
E01000606,5,0.0184901234562885,497.0,4,Saturated / potentially underprovided
E01000607,3,0.0004030349792952,711.0000000000001,5,Apparently adequate
E01000608,2,0.0172673611109182,651.0,4,Saturated / potentially underprovided
E01000609,0,,650.0,5,Demand-implied desert
E01000610,3,0.0,590.0,3,Apparently adequate
E01000611,0,,564.0,6,Demand-implied desert
E01000612,0,,528.9999999999999,3,"Low-demand, no provision"
E01000613,1,0.0,488.0,3,Apparently adequate
E01000615,1,0.0,540.0,7,Apparently adequate
E01000616,12,0.0160136477617509,382.0,4,Apparently adequate
E01000617,1,0.0,556.0,3,Apparently adequate
E01000618,0,,516.0,3,"Low-demand, no provision"
E01000619,0,,559.0,4,Demand-implied desert
E01000620,1,0.0,499.0,6,Apparently adequate
E01000621,1,0.0185202546292438,484.0,4,Saturated / potentially underprovided
E01000622,0,,564.0,2,Demand-implied desert
E01000623,0,,705.0000000000002,6,Demand-implied desert
E01000624,1,0.0174540895055941,719.0000000000002,6,Saturated / potentially underprovided
E01000625,3,0.0273861882714763,587.0,3,Saturated / potentially underprovided
E01000626,0,,403.0,1,"Low-demand, no provision"
E01000627,2,0.0177273662547582,505.0,1,Saturated / potentially underprovided
E01000628,1,0.0223987268510802,478.0,1,Saturated / potentially underprovided
E01000629,0,,741.0,5,Demand-implied desert
E01000630,1,0.0195380015418595,496.0,2,Saturated / potentially underprovided
E01000631,9,0.0023526234567472,586.0,5,Apparently adequate
E01000632,3,0.0179966563780864,547.0,5,Saturated / potentially underprovided
E01000633,4,0.0056168981479552,404.0,3,Apparently adequate
E01000634,5,0.0325683641972993,550.0,2,Saturated / potentially underprovided
E01000636,0,,525.0,4,"Low-demand, no provision"
E01000637,14,0.0235980489413029,285.99999999999994,2,Saturated / potentially underprovided
E01000638,7,0.0013772597000661,367.99999999999994,1,Apparently adequate
E01000639,14,0.0121905313047563,352.0,5,Apparently adequate
E01000640,18,0.0073799296978952,354.99999999999994,1,Apparently adequate
E01000641,9,0.0063502657747342,363.0,1,Apparently adequate
E01000642,10,0.014298919752662,353.99999999999994,2,Apparently adequate
E01000643,4,0.0177429751794463,531.0,1,Saturated / potentially underprovided
E01000644,23,0.0096818723157709,434.0,2,Apparently adequate
E01000645,0,,933.0,10,Demand-implied desert
E01000646,0,,834.0000000000001,9,Demand-implied desert
E01000647,0,,755.0,9,Demand-implied desert
E01000648,0,,924.0,10,Demand-implied desert
E01000649,0,,1173.0,10,Demand-implied desert
E01000650,0,,1043.0,9,Demand-implied desert
E01000651,0,,733.0,9,Demand-implied desert
E01000652,0,,939.0,10,Demand-implied desert
E01000653,0,,883.0,9,Demand-implied desert
E01000654,0,,844.0,8,Demand-implied desert
E01000655,0,,845.0,9,Demand-implied desert
E01000656,0,,1005.0,10,Demand-implied desert
E01000657,0,,946.0,7,Demand-implied desert
E01000658,0,,847.0,9,Demand-implied desert
E01000659,0,,921.0,9,Demand-implied desert
E01000661,0,,1076.0,3,Demand-implied desert
E01000662,0,,871.0,7,Demand-implied desert
E01000663,0,,781.0,7,Demand-implied desert
E01000664,0,,853.0,7,Demand-implied desert
E01000665,0,,1010.0,8,Demand-implied desert
E01000666,0,,1338.0,10,Demand-implied desert
E01000667,0,,1129.9999999999998,10,Demand-implied desert
E01000668,0,,968.0,8,Demand-implied desert
E01000669,1,0.0210183899173096,827.0,9,Saturated / potentially underprovided
E01000670,0,,894.0,10,Demand-implied desert
E01000671,0,,920.0,8,Demand-implied desert
E01000672,0,,792.0,9,Demand-implied desert
E01000673,0,,760.0000000000001,9,Demand-implied desert
E01000674,0,,682.0,7,Demand-implied desert
E01000676,0,,564.0,6,Demand-implied desert
E01000677,1,1.1574074074074072e-05,719.0,9,Apparently adequate
E01000678,0,,789.9999999999999,9,Demand-implied desert
E01000679,0,,791.9999999999998,9,Demand-implied desert
E01000680,0,,1138.0,10,Demand-implied desert
E01000681,0,,921.0,10,Demand-implied desert
E01000682,0,,818.0,10,Demand-implied desert
E01000683,0,,845.0,8,Demand-implied desert
E01000684,0,,1120.0,10,Demand-implied desert
E01000685,1,0.0112170138881172,818.0,8,Apparently adequate
E01000686,0,,807.0,8,Demand-implied desert
E01000687,0,,864.0,10,Demand-implied desert
E01000688,0,,830.0,10,Demand-implied desert
E01000689,0,,769.0,6,Demand-implied desert
E01000690,0,,733.0,10,Demand-implied desert
E01000691,0,,725.0,7,Demand-implied desert
E01000692,0,,842.0000000000001,9,Demand-implied desert
E01000693,0,,821.0,10,Demand-implied desert
E01000694,0,,1227.9999999999998,10,Demand-implied desert
E01000695,0,,907.0,10,Demand-implied desert
E01000696,0,,985.0,10,Demand-implied desert
E01000697,0,,963.0,10,Demand-implied desert
E01000698,0,,745.0,10,Demand-implied desert
E01000699,0,,527.0,6,"Low-demand, no provision"
E01000700,0,,594.0,7,Demand-implied desert
E01000701,0,,578.0000000000001,8,Demand-implied desert
E01000702,0,,599.0,8,Demand-implied desert
E01000703,0,,675.9999999999999,8,Demand-implied desert
E01000704,0,,596.0,9,Demand-implied desert
E01000705,0,,505.0,6,"Low-demand, no provision"
E01000706,0,,581.9999999999999,7,Demand-implied desert
E01000707,1,0.0219736368303755,604.0,10,Saturated / potentially underprovided
E01000708,1,0.0111753472222222,757.0000000000001,9,Apparently adequate
E01000709,0,,560.0,7,Demand-implied desert
E01000710,0,,1027.0,8,Demand-implied desert
E01000711,0,,797.0,8,Demand-implied desert
E01000712,0,,839.0,9,Demand-implied desert
E01000713,0,,934.0,9,Demand-implied desert
E01000714,0,,841.0,8,Demand-implied desert
E01000715,0,,862.0000000000001,9,Demand-implied desert
E01000716,0,,861.0000000000001,10,Demand-implied desert
E01000717,0,,845.0,9,Demand-implied desert
E01000718,0,,807.0,5,Demand-implied desert
E01000719,0,,864.0,4,Demand-implied desert
E01000720,0,,828.0,2,Demand-implied desert
E01000721,0,,584.0,2,Demand-implied desert
E01000722,0,,881.0000000000001,5,Demand-implied desert
E01000723,0,,736.0,9,Demand-implied desert
E01000724,0,,634.0000000000001,1,Demand-implied desert
E01000725,0,,725.9999999999999,4,Demand-implied desert
E01000726,0,,730.0000000000001,8,Demand-implied desert
E01000727,0,,801.0,7,Demand-implied desert
E01000728,0,,805.0000000000001,6,Demand-implied desert
E01000729,0,,775.0,3,Demand-implied desert
E01000730,0,,651.0000000000001,3,Demand-implied desert
E01000731,0,,631.9999999999999,5,Demand-implied desert
E01000732,0,,849.0,8,Demand-implied desert
E01000733,0,,790.0,6,Demand-implied desert
E01000734,0,,710.0,8,Demand-implied desert
E01000735,0,,688.0,4,Demand-implied desert
E01000736,0,,805.0,6,Demand-implied desert
E01000737,0,,685.0,5,Demand-implied desert
E01000738,0,,854.0,7,Demand-implied desert
E01000739,0,,621.9999999999999,2,Demand-implied desert
E01000741,0,,505.00000000000006,6,"Low-demand, no provision"
E01000742,0,,660.0,6,Demand-implied desert
E01000743,0,,542.0,2,Demand-implied desert
E01000744,0,,424.99999999999994,1,"Low-demand, no provision"
E01000745,0,,638.0,6,Demand-implied desert
E01000746,0,,606.0,7,Demand-implied desert
E01000747,0,,1306.0,8,Demand-implied desert
E01000748,0,,1254.0,10,Demand-implied desert
E01000749,0,,1042.0,9,Demand-implied desert
E01000750,0,,678.0,3,Demand-implied desert
E01000751,0,,1078.0,10,Demand-implied desert
E01000752,0,,977.0,9,Demand-implied desert
E01000753,0,,1119.0,10,Demand-implied desert
E01000754,0,,896.0000000000001,9,Demand-implied desert
E01000755,0,,896.0,10,Demand-implied desert
E01000756,0,,1025.0,10,Demand-implied desert
E01000757,0,,895.9999999999999,10,Demand-implied desert
E01000758,0,,743.0,10,Demand-implied desert
E01000759,0,,992.0,10,Demand-implied desert
E01000760,1,0.0849866897974537,825.0000000000001,9,Saturated / potentially underprovided
E01000761,0,,891.0,10,Demand-implied desert
E01000762,0,,869.0,9,Demand-implied desert
E01000763,0,,826.0,10,Demand-implied desert
E01000764,0,,865.0,8,Demand-implied desert
E01000765,0,,949.9999999999998,9,Demand-implied desert
E01000766,0,,972.0,10,Demand-implied desert
E01000767,0,,883.0000000000001,10,Demand-implied desert
E01000768,0,,815.0,9,Demand-implied desert
E01000769,0,,661.0,8,Demand-implied desert
E01000770,0,,778.0,10,Demand-implied desert
E01000771,0,,776.9999999999999,10,Demand-implied desert
E01000772,0,,874.9999999999999,10,Demand-implied desert
E01000773,0,,728.0000000000001,10,Demand-implied desert
E01000774,0,,702.0,9,Demand-implied desert
E01000775,1,0.0,1239.0,8,Apparently adequate
E01000777,0,,763.0,10,Demand-implied desert
E01000778,0,,798.0,8,Demand-implied desert
E01000779,0,,682.9999999999999,8,Demand-implied desert
E01000780,0,,650.0,5,Demand-implied desert
E01000781,0,,533.0,2,"Low-demand, no provision"
E01000782,0,,515.0,3,"Low-demand, no provision"
E01000783,0,,580.0,3,Demand-implied desert
E01000784,0,,771.0,8,Demand-implied desert
E01000785,0,,608.0,4,Demand-implied desert
E01000786,0,,891.0,9,Demand-implied desert
E01000787,0,,724.0,6,Demand-implied desert
E01000788,0,,754.0000000000001,7,Demand-implied desert
E01000789,0,,584.0,1,Demand-implied desert
E01000790,1,0.0369602623441358,1003.0,8,Saturated / potentially underprovided
E01000791,0,,819.0,8,Demand-implied desert
E01000792,0,,736.0000000000001,6,Demand-implied desert
E01000793,0,,895.9999999999999,10,Demand-implied desert
E01000794,0,,884.0,10,Demand-implied desert
E01000795,0,,696.0,7,Demand-implied desert
E01000796,0,,399.0,1,"Low-demand, no provision"
E01000797,0,,706.0000000000002,9,Demand-implied desert
E01000798,0,,441.99999999999994,3,"Low-demand, no provision"
E01000799,1,0.0523369341554783,562.0,6,Saturated / potentially underprovided
E01000800,0,,541.0,5,Demand-implied desert
E01000801,0,,562.0,6,Demand-implied desert
E01000802,0,,618.0,7,Demand-implied desert
E01000803,0,,549.0,6,Demand-implied desert
E01000804,0,,691.0,10,Demand-implied desert
E01000805,0,,552.0,6,Demand-implied desert
E01000806,1,0.051683063267554,400.0,3,Saturated / potentially underprovided
E01000807,0,,787.0,9,Demand-implied desert
E01000808,0,,854.9999999999999,10,Demand-implied desert
E01000809,0,,804.0,10,Demand-implied desert
E01000810,0,,848.0,10,Demand-implied desert
E01000811,0,,668.0,10,Demand-implied desert
E01000812,0,,800.0,9,Demand-implied desert
E01000813,0,,800.9999999999999,10,Demand-implied desert
E01000814,0,,897.0,10,Demand-implied desert
E01000815,0,,893.0,10,Demand-implied desert
E01000816,0,,714.0,8,Demand-implied desert
E01000818,0,,896.0,10,Demand-implied desert
E01000819,2,0.0239990676412358,685.0,4,Saturated / potentially underprovided
E01000820,0,,764.0,7,Demand-implied desert
E01000822,0,,672.0000000000001,7,Demand-implied desert
E01000823,0,,778.0000000000001,8,Demand-implied desert
E01000824,0,,542.0,7,Demand-implied desert
E01000825,0,,653.0,7,Demand-implied desert
E01000826,0,,967.0,10,Demand-implied desert
E01000827,1,0.0209373070981867,867.0,9,Saturated / potentially underprovided
E01000828,1,0.0117165637856224,856.0,9,Apparently adequate
E01000829,0,,707.9999999999998,9,Demand-implied desert
E01000830,0,,979.0,10,Demand-implied desert
E01000831,0,,849.9999999999999,9,Demand-implied desert
E01000832,0,,838.0,10,Demand-implied desert
E01000833,0,,849.0,10,Demand-implied desert
