lsoa_code,lsoa_name,driving_age_pop,income_score,income_decile,D_A,D_B,D_C,D_D
E01000290,Barnet 007F,1333,0.223,5,165.29200000000003,168.97801160000003,176.35003480000003,183.72205800000003
E01000291,Barnet 004E,1221,0.245,4,151.404,155.113398,162.53219399999998,169.95099
E01000292,Barnet 001E,1262,0.145,7,156.488,158.75707599999998,163.295228,167.83338
E01000293,Barnet 001F,1451,0.102,8,179.924,181.7592248,185.4296744,189.100124
E01000294,Barnet 004F,1471,0.18,6,182.404,185.687272,192.253816,198.82036000000002
E01000295,Barnet 023B,1330,0.134,7,164.92000000000002,167.12992800000004,171.54978400000002,175.96964
E01000296,Barnet 023C,1451,0.209,5,179.924,183.6844116,191.2052348,198.72605800000002
E01000297,Barnet 027D,1154,0.218,5,143.096,146.21549280000002,152.4544784,158.693464
E01000298,Barnet 023D,1392,0.238,4,172.608,176.7160704,184.93221119999998,193.14835200000002
E01000299,Barnet 019A,1776,0.283,4,220.224,226.45633919999997,238.92101759999997,251.38569599999997
E01000300,Barnet 019B,1320,0.18,6,163.68,166.62624,172.51872,178.4112
E01000301,Barnet 020C,1155,0.104,8,143.22,144.709488,147.68846399999998,150.66744
E01000302,Barnet 019C,1460,0.285,4,181.04000000000002,186.19964000000002,196.51892,206.83820000000003
E01000303,Barnet 020D,1168,0.085,9,144.832,146.06307199999998,148.525216,150.98736
E01000304,Barnet 020E,1275,0.203,5,158.10000000000002,161.30943000000002,167.72829000000002,174.14715
E01000305,Barnet 036B,1362,0.418,2,168.888,175.9475184,190.0665552,204.185592
E01000306,Barnet 036C,1660,0.224,5,205.84000000000003,210.45081600000003,219.67244800000003,228.89408000000006
E01000307,Barnet 039D,1304,0.369,2,161.69600000000003,167.66258240000002,179.59574720000003,191.52891200000002
E01000308,Barnet 036D,1752,0.293,3,217.24800000000002,223.61336640000005,236.34409920000004,249.07483200000004
E01000309,Barnet 031D,1634,0.228,5,202.616,207.2356448,216.47493440000002,225.71422400000003
E01000310,Barnet 034C,1800,0.348,3,223.20000000000002,230.96736,246.50208000000003,262.0368
E01000311,Barnet 034D,1181,0.209,5,146.44400000000002,149.5046796,155.6260388,161.74739800000003
E01000312,Barnet 036E,1436,0.309,3,178.06400000000002,183.5661776,194.57053280000002,205.57488800000004
E01000313,Barnet 036F,1549,0.39,2,192.07600000000002,199.566964,214.54889200000002,229.53082000000003
E01000314,Barnet 032F,1799,0.19,5,223.076,227.31444399999998,235.79133199999998,244.26821999999999
E01000315,Barnet 022F,1373,0.366,2,170.252,176.4832232,188.9456696,201.408116
E01000316,Barnet 027E,1787,0.301,3,221.58800000000002,228.25779880000002,241.59739640000004,254.93699400000006
E01000317,Barnet 019D,1262,0.223,5,156.488,159.9776824,166.9570472,173.936412
E01000318,Barnet 019E,1531,0.179,6,189.84400000000002,193.24220760000003,200.03862280000004,206.835038
E01000319,Barnet 027F,1079,0.115,8,133.79600000000002,135.33465400000003,138.41196200000002,141.48927000000003
E01000320,Barnet 011D,1598,0.206,5,198.15200000000002,202.2339312,210.39779360000003,218.561656
E01000321,Barnet 012E,1639,0.223,5,203.236,207.7681628,216.8324884,225.89681399999998
E01000322,Barnet 011E,1447,0.278,4,179.428,184.4160984,194.39229519999998,204.368492
E01000323,Barnet 019F,1986,0.268,4,246.264,252.8638752,266.0636256,279.263376
E01000324,Barnet 015F,1433,0.161,6,177.692,180.55284120000002,186.2745236,191.996206
E01000325,Bexley 014A,1322,0.057,10,163.928,164.8623896,166.73116879999998,168.59994799999998
E01000326,Bexley 014B,1057,0.111,8,131.068,132.52285480000003,135.43256440000002,138.34227400000003
E01000327,Bexley 017A,1304,0.088,9,161.69600000000003,163.1189248,165.9647744,168.81062400000005
E01000328,Bexley 017B,1298,0.107,8,160.952,162.6741864,166.1185592,169.56293200000002
E01000329,Bexley 017C,1302,0.198,5,161.448,164.64467040000002,171.0380112,177.431352
E01000330,Bexley 017D,1354,0.203,5,167.89600000000002,171.30428880000002,178.1208664,184.937444
E01000331,Bexley 017E,1278,0.271,4,158.472,162.7665912,171.3557736,179.944956
E01000332,Bexley 005A,1302,0.17,6,161.448,164.192616,169.681848,175.17108
E01000333,Bexley 003A,1480,0.315,3,183.52,189.30088000000003,200.86264000000003,212.42440000000002
E01000334,Bexley 006A,1308,0.142,7,162.192,164.4951264,169.1013792,173.707632
E01000335,Bexley 003B,2094,0.269,4,259.656,266.6407464,280.6102392,294.57973200000004
E01000336,Bexley 003C,1464,0.349,3,181.536,187.8716064,200.5428192,213.21403200000003
E01000337,Bexley 003D,1307,0.299,3,162.068,166.91383320000003,176.6054996,186.297166
E01000338,Bexley 003E,1447,0.227,5,179.428,183.5010156,191.6470468,199.79307799999998
E01000339,Bexley 025A,1268,0.177,6,157.232,160.0150064,165.5810192,171.147032
E01000340,Bexley 018A,1254,0.091,9,155.496,156.91101360000002,159.74104080000004,162.57106800000003
E01000341,Bexley 022A,1274,0.092,9,157.976,159.42937920000003,162.3361376,165.242896
E01000342,Bexley 022B,1224,0.114,8,151.776,153.5062464,156.9667392,160.427232
E01000343,Bexley 022C,1188,0.102,8,147.31199999999998,148.81458239999998,151.81974719999997,154.82491199999998
E01000344,Bexley 025B,1273,0.099,8,157.852,159.41473480000002,162.54020440000002,165.66567400000002
E01000345,Bexley 022D,1076,0.065,10,133.424,134.291256,136.02576800000003,137.76028
E01000346,Bexley 021A,1262,0.083,9,156.488,157.7868504,160.38455119999998,162.98225200000002
E01000347,Bexley 021B,1205,0.148,7,149.42000000000002,151.631416,156.05424800000003,160.47708000000003
E01000348,Bexley 020A,1211,0.042,10,150.16400000000002,150.79468880000002,152.05606640000002,153.317444
E01000349,Bexley 020B,1360,0.05,10,168.64000000000001,169.4832,171.1696,172.856
E01000350,Bexley 021C,1189,0.051,10,147.436,148.18792360000003,149.69177080000003,151.19561800000002
E01000351,Bexley 024A,1301,0.096,8,161.324,162.87271040000002,165.9701312,169.067552
E01000352,Bexley 021D,1271,0.189,5,157.604,160.5827156,166.5401468,172.49757800000003
E01000353,Bexley 011A,1374,0.045,10,170.376,171.14269199999998,172.67607600000002,174.20946
E01000354,Bexley 011B,1207,0.187,5,149.668,152.4667916,158.06437480000002,163.661958
E01000355,Bexley 011C,1217,0.069,9,150.908,151.94926519999999,154.03179559999998,156.11432599999998
E01000356,Bexley 009A,1263,0.083,9,156.612,157.9118796,160.5116388,163.111398
E01000357,Bexley 009B,1113,0.044,10,138.012,138.6192528,139.83375840000002,141.048264
E01000358,Bexley 011D,1339,0.101,8,166.036,167.7129636,171.0668908,174.420818
E01000359,Bexley 009C,1043,0.072,9,129.332,130.2631904,132.1255712,133.987952
E01000360,Bexley 015A,1540,0.25,4,190.96,195.73399999999998,205.282,214.83
E01000361,Bexley 020C,1256,0.107,8,155.74400000000003,157.4104608,160.74338240000003,164.07630400000005
E01000362,Bexley 015B,1485,0.134,7,184.14000000000001,186.60747600000002,191.54242800000003,196.47738
E01000363,Bexley 020D,1246,0.099,8,154.50400000000002,156.03358960000003,159.09276880000002,162.15194800000003
E01000364,Bexley 023A,1342,0.104,8,166.40800000000002,168.13864320000002,171.5999296,175.06121600000003
E01000365,Bexley 015C,1374,0.165,6,170.376,173.187204,178.80961200000002,184.43202
E01000366,Bexley 015D,1295,0.14,7,160.58,162.82812,167.32436,171.8206
E01000367,Bexley 010A,1648,0.336,3,204.352,211.21822720000003,224.9506816,238.683136
E01000368,Bexley 010B,1229,0.334,3,152.39600000000002,157.48602640000004,167.6660792,177.846132
E01000369,Bexley 014C,1385,0.105,8,171.74,173.54327,177.14981000000003,180.75635
E01000370,Bexley 014D,1278,0.107,8,158.472,160.16765039999999,163.55895120000002,166.95025200000003
E01000371,Bexley 014E,1278,0.135,7,158.472,160.61137200000002,164.890116,169.16886
E01000372,Bexley 010C,1291,0.335,3,160.084,165.44681400000002,176.17244200000002,186.89807
E01000373,Bexley 008A,897,0.361,3,111.22800000000001,115.24333080000001,123.27399240000001,131.304654
E01000374,Bexley 019A,1151,0.394,2,142.72400000000002,148.34732560000003,159.59397680000004,170.84062800000004
E01000375,Bexley 019B,1617,0.206,5,200.508,204.6384648,212.89939440000003,221.160324
E01000376,Bexley 019C,1263,0.165,6,156.612,159.19609799999998,164.364294,169.53249
E01000377,Bexley 019D,1201,0.12,7,148.924,150.71108800000002,154.285264,157.85944
E01000379,Bexley 019F,1367,0.212,5,169.508,173.10156960000003,180.28870880000002,187.475848
E01000380,Bexley 010D,1474,0.276,4,182.776,187.82061760000002,197.9098528,207.999088
E01000381,Bexley 028A,1251,0.284,4,155.12400000000002,159.5295216,168.3405648,177.151608
E01000382,Bexley 027A,1265,0.069,9,156.86,157.942334,160.107002,162.27167
E01000383,Bexley 028B,1290,0.147,7,159.96,162.311412,167.014236,171.71706
E01000384,Bexley 027B,1380,0.181,6,171.12,174.217272,180.41181600000002,186.60636
E01000385,Bexley 028C,1455,0.323,3,180.42000000000002,186.247566,197.90269800000002,209.55783000000002
E01000386,Bexley 028D,1211,0.43,2,150.16400000000002,156.621052,169.53515600000003,182.44926000000004
E01000387,Bexley 027C,1269,0.117,8,157.356,159.1970652,162.87919559999997,166.56132599999998
E01000388,Bexley 016A,1222,0.085,9,151.528,152.81598799999998,155.391964,157.96794
E01000389,Bexley 020E,1369,0.127,7,169.756,171.9119012,176.2237036,180.53550599999997
E01000390,Bexley 020F,1062,0.1,8,131.688,133.00487999999999,135.63863999999998,138.2724
E01000391,Bexley 021E,1354,0.159,6,167.89600000000002,170.56554640000002,175.90463920000002,181.243732
E01000392,Bexley 016B,1479,0.279,4,183.39600000000002,188.51274840000002,198.74624520000003,208.97974200000002
E01000393,Bexley 020G,1322,0.117,8,163.928,165.8459576,169.68187279999998,173.517788
E01000394,Bexley 015E,1326,0.087,9,164.424,165.85448879999998,168.7154664,171.576444
E01000395,Bexley 018B,1235,0.065,10,153.14000000000001,154.13541,156.12623000000002,158.11705
E01000396,Bexley 018C,1157,0.088,9,143.46800000000002,144.7305184,147.2555552,149.780592
E01000398,Bexley 029A,1283,0.207,5,159.092,162.3852044,168.9716132,175.558022
E01000399,Bexley 029B,1274,0.11,8,157.976,159.71373599999998,163.18920799999998,166.66467999999998
E01000400,Bexley 029C,1276,0.136,7,158.22400000000002,160.37584640000003,164.67953920000002,168.98323200000002
E01000401,Bexley 013A,1434,0.28,4,177.81600000000003,182.79484800000003,192.75254400000006,202.71024000000006
E01000402,Bexley 005B,1225,0.322,3,151.9,156.79118,166.57354,176.35590000000002
E01000403,Bexley 004A,1817,0.391,2,225.308,234.11754279999997,251.73662839999997,269.355714
E01000404,Bexley 004B,1663,0.363,2,206.212,213.6974956,228.66848679999998,243.639478
E01000405,Bexley 004C,1141,0.353,3,141.484,146.4783852,156.4671556,166.455926
E01000406,Bexley 005C,1584,0.227,5,196.41600000000003,200.8746432,209.79192960000003,218.70921600000003
E01000407,Bexley 005D,1508,0.135,7,186.99200000000002,189.51639200000002,194.565176,199.61396
E01000408,Bexley 004D,1318,0.316,3,163.43200000000002,168.59645120000002,178.92535360000002,189.254256
E01000409,Bexley 016C,1357,0.096,8,168.26800000000003,169.88337280000005,173.11411840000002,176.34486400000003
E01000410,Bexley 018D,1277,0.099,8,158.348,159.91564520000003,163.05093560000003,166.18622600000003
E01000411,Bexley 016D,1194,0.109,8,148.056,149.6698104,152.8974312,156.125052
E01000412,Bexley 018E,1371,0.099,8,170.00400000000002,171.68703960000002,175.05311880000002,178.41919800000002
E01000413,Bexley 018F,1078,0.117,8,133.672,135.2359624,138.3638872,141.491812
E01000414,Bexley 016E,1512,0.229,5,187.488,191.7814752,200.3684256,208.955376
E01000415,Bexley 016F,1212,0.046,10,150.28799999999998,150.97932479999997,152.36197439999998,153.74462399999996
E01000416,Bexley 002A,1274,0.285,4,157.976,162.478316,171.482948,180.48758
E01000417,Bexley 006B,1380,0.209,5,171.12,174.696408,181.849224,189.00204000000002
E01000418,Bexley 002B,1506,0.237,4,186.74400000000003,191.16983280000005,200.0214984,208.87316400000003
E01000419,Bexley 006C,1225,0.07,9,151.9,152.9633,155.0899,157.2165
E01000420,Bexley 006D,1215,0.133,7,150.66,152.663778,156.671334,160.67889
E01000421,Bexley 009D,1274,0.067,10,157.976,159.03443919999998,161.1513176,163.26819600000002
E01000422,Bexley 002C,961,0.322,3,119.16400000000002,123.00108080000001,130.67524240000003,138.34940400000002
E01000423,Bexley 025C,1273,0.05,10,157.852,158.64126,160.21978,161.79829999999998
E01000424,Bexley 026A,1476,0.063,10,183.024,184.1770512,186.48315359999998,188.78925600000002
E01000425,Bexley 025D,1440,0.039,10,178.56,179.256384,180.64915200000002,182.04192
E01000426,Bexley 026B,1348,0.121,7,167.15200000000002,169.17453920000003,173.21961760000002,177.26469600000001
E01000427,Bexley 026C,1644,0.152,6,203.856,206.95461120000002,213.1518336,219.34905600000002
E01000428,Bexley 027D,1544,0.274,4,191.45600000000002,196.70189440000004,207.19368320000004,217.68547200000003
E01000429,Bexley 008B,1220,0.433,2,151.28,157.830424,170.93127199999998,184.03212
E01000430,Bexley 008C,1488,0.25,4,184.512,189.1248,198.35039999999998,207.576
E01000431,Bexley 008D,888,0.463,2,110.112,115.21018559999999,125.40655679999999,135.602928
E01000433,Bexley 008F,1409,0.443,2,174.716,182.4559188,197.9357564,213.41559400000003
E01000434,Bexley 008G,1201,0.397,2,148.924,154.83628280000002,166.6608484,178.48541400000002
E01000435,Bexley 010E,1124,0.288,4,139.376,143.3900288,151.41808640000002,159.446144
E01000436,Bexley 011E,1381,0.078,9,171.24400000000003,172.57970320000004,175.25110960000004,177.92251600000003
E01000437,Bexley 007A,1095,0.13,7,135.78,137.54513999999998,141.07541999999998,144.60569999999998
E01000438,Bexley 007B,1255,0.175,6,155.62,158.34335000000002,163.79005,169.23675
E01000439,Bexley 007C,1078,0.296,3,133.672,137.62869120000002,145.5420736,153.455456
E01000440,Bexley 007D,1154,0.08,9,143.096,144.240768,146.530304,148.81984
E01000441,Bexley 007E,1310,0.392,2,162.44000000000003,168.807648,181.542944,194.27824
E01000442,Bexley 006E,1348,0.127,7,167.15200000000002,169.2748304,173.5204912,177.766152
E01000443,Bexley 024B,1042,0.18,6,129.208,131.533744,136.185232,140.83672
E01000444,Bexley 023B,1345,0.043,10,166.78,167.497154,168.93146199999998,170.36577000000003
E01000445,Bexley 024C,1333,0.061,10,165.29200000000003,166.30028120000003,168.31684360000003,170.33340600000002
E01000446,Bexley 024D,1216,0.08,9,150.784,151.990272,154.402816,156.81536
E01000447,Bexley 023C,1565,0.149,6,194.06,196.951494,202.73448199999999,208.51747
E01000448,Bexley 023D,1109,0.019,10,137.51600000000002,137.77728040000002,138.29984120000003,138.82240200000004
E01000449,Bexley 023E,1287,0.038,10,159.588,160.1944344,161.4073032,162.62017199999997
E01000450,Bexley 009E,1369,0.224,5,169.756,173.55853439999998,181.16360319999998,188.768672
E01000451,Bexley 009F,1398,0.103,8,173.352,175.1375256,178.7085768,182.27962800000003
E01000452,Bexley 009G,1135,0.082,9,140.74,141.894068,144.202204,146.51033999999999
E01000453,Bexley 013B,1166,0.113,8,144.584,146.2177992,149.4853976,152.752996
E01000454,Bexley 013C,1303,0.207,5,161.572,164.9165404,171.6056212,178.294702
E01000455,Bexley 013D,1448,0.118,8,179.55200000000002,181.67071360000003,185.90814080000004,190.14556800000003
E01000456,Bexley 013E,1114,0.077,9,138.136,139.19964720000002,141.32694159999997,143.45423599999998
E01000457,Bexley 026D,1790,0.181,6,221.96,225.977476,234.012428,242.04738
E01000458,Bexley 027E,1286,0.068,9,159.46400000000003,160.5483552,162.7170656,164.88577600000002
E01000459,Bexley 027F,1561,0.185,5,193.564,197.14493399999998,204.306802,211.46867
E01000460,Bexley 022E,1019,0.036,10,126.356,126.8108816,127.72064479999999,128.630408
E01000461,Bexley 024E,1314,0.046,10,162.936,163.6855056,165.1845168,166.683528
E01000462,Bexley 026E,1709,0.149,6,211.916,215.07354839999996,221.38864519999998,227.703742
E01000463,Bexley 025E,997,0.061,10,123.628,124.3821308,125.8903924,127.398654
E01000464,Bexley 002D,1160,0.373,2,143.84,149.20523200000002,159.93569599999998,170.66616000000002
E01000465,Bexley 002E,1276,0.402,2,158.22400000000002,164.58460480000002,177.30581440000003,190.02702400000004
E01000466,Bexley 001A,1268,0.368,2,157.232,163.0181376,174.5904128,186.162688
E01000467,Bexley 001B,1236,0.325,3,153.264,158.24508,168.20723999999998,178.16940000000002
E01000468,Bexley 001C,2039,0.297,3,252.836,260.3452292,275.3636876,290.38214600000003
E01000469,Bexley 001D,1281,0.306,3,158.84400000000002,163.70462640000002,173.42587920000005,183.14713200000003
E01000470,Bexley 002F,954,0.492,1,118.296,124.1161632,135.7564896,147.396816
E01000471,Brent 026A,1435,0.253,4,177.94000000000003,182.44188200000005,191.44564600000004,200.44941000000003
E01000472,Brent 029A,1842,0.401,2,228.40800000000002,237.5671608,255.88548240000003,274.203804
E01000473,Brent 029B,2135,0.364,2,264.74,274.376536,293.649608,312.92268
E01000474,Brent 026B,1814,0.27,4,224.93600000000004,231.009272,243.15581600000002,255.30236000000005
E01000475,Brent 029C,1691,0.325,3,209.68400000000003,216.49873000000002,230.12819000000002,243.75765000000004
E01000476,Brent 026C,1802,0.299,3,223.448,230.12909520000002,243.4912856,256.853476
E01000477,Brent 026D,1841,0.513,1,228.28400000000002,239.99496919999999,263.4169076,286.838846
E01000478,Brent 029D,1991,0.329,3,246.88400000000001,255.0064836,271.25145080000004,287.49641800000006
E01000479,Brent 009A,1438,0.184,6,178.312,181.5929408,188.1548224,194.71670400000002
E01000480,Brent 006A,1387,0.236,4,171.988,176.04691680000002,184.1647504,192.28258399999999
E01000481,Brent 009B,1246,0.462,2,154.50400000000002,161.64208480000002,175.91825440000002,190.19442400000003
E01000483,Brent 009D,1400,0.577,1,173.60000000000002,183.61672000000004,203.65016000000003,223.6836
E01000484,Brent 006B,1385,0.391,2,171.74,178.45503399999998,191.885102,205.31517000000002
E01000485,Brent 006C,1318,0.366,2,163.43200000000002,169.41361120000002,181.3768336,193.34005600000003
E01000486,Brent 006D,1353,0.277,4,167.77200000000002,172.41928440000004,181.71385320000002,191.00842200000002
E01000487,Brent 006E,1596,0.347,3,197.904,204.77126879999997,218.5058064,232.240344
E01000488,Brent 022A,1342,0.299,3,166.40800000000002,171.38359920000002,181.3347976,191.285996
E01000489,Brent 030A,1423,0.268,4,176.452,181.1809136,190.6387408,200.096568
E01000490,Brent 023A,1510,0.263,4,187.24,192.164412,202.013236,211.86206
E01000491,Brent 030B,1683,0.217,5,208.692,213.2206164,222.2778492,231.33508200000003
E01000492,Brent 030C,1016,0.16,6,125.984,127.99974399999999,132.031232,136.06272
E01000493,Brent 030D,1295,0.144,7,160.58,162.89235200000002,167.517056,172.14176000000003
