lsoa_code,lsoa_name,lad_code,lad_name,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile
E01000329,Bexley 017C,E09000004,Bexley,14.377,19997,6,0.198,15793,5
E01000330,Bexley 017D,E09000004,Bexley,15.738,18526,6,0.203,15419,5
E01000331,Bexley 017E,E09000004,Bexley,24.103,11694,4,0.271,11047,4
E01000332,Bexley 005A,E09000004,Bexley,12.671,21811,7,0.17,18102,6
E01000333,Bexley 003A,E09000004,Bexley,28.335,9142,3,0.315,8822,3
E01000334,Bexley 006A,E09000004,Bexley,12.737,21736,7,0.142,20922,7
E01000335,Bexley 003B,E09000004,Bexley,22.231,12975,4,0.269,11186,4
E01000336,Bexley 003C,E09000004,Bexley,31.808,7449,3,0.349,7238,3
E01000337,Bexley 003D,E09000004,Bexley,22.677,12671,4,0.299,9600,3
E01000338,Bexley 003E,E09000004,Bexley,18.953,15538,5,0.227,13779,5
E01000339,Bexley 025A,E09000004,Bexley,13.437,20993,7,0.177,17506,6
E01000340,Bexley 018A,E09000004,Bexley,8.347,27048,9,0.091,27338,9
E01000341,Bexley 022A,E09000004,Bexley,7.647,27874,9,0.092,27216,9
E01000342,Bexley 022B,E09000004,Bexley,8.147,27283,9,0.114,24125,8
E01000343,Bexley 022C,E09000004,Bexley,8.495,26845,8,0.102,25742,8
E01000344,Bexley 025B,E09000004,Bexley,7.174,28439,9,0.099,26169,8
E01000345,Bexley 022D,E09000004,Bexley,4.956,30937,10,0.065,30675,10
E01000346,Bexley 021A,E09000004,Bexley,6.744,28910,9,0.083,28319,9
E01000347,Bexley 021B,E09000004,Bexley,10.102,24850,8,0.148,20349,7
E01000348,Bexley 020A,E09000004,Bexley,2.276,33252,10,0.042,32719,10
E01000349,Bexley 020B,E09000004,Bexley,3.991,31870,10,0.05,32123,10
E01000350,Bexley 021C,E09000004,Bexley,4.79,31132,10,0.051,32024,10
E01000351,Bexley 024A,E09000004,Bexley,5.895,29881,9,0.096,26614,8
E01000352,Bexley 021D,E09000004,Bexley,15.118,19194,6,0.189,16532,5
E01000353,Bexley 011A,E09000004,Bexley,3.306,32481,10,0.045,32514,10
E01000354,Bexley 011B,E09000004,Bexley,15.769,18486,6,0.187,16667,5
E01000355,Bexley 011C,E09000004,Bexley,4.182,31700,10,0.069,30141,9
E01000356,Bexley 009A,E09000004,Bexley,6.811,28847,9,0.083,28342,9
E01000357,Bexley 009B,E09000004,Bexley,2.281,33250,10,0.044,32594,10
E01000358,Bexley 011D,E09000004,Bexley,5.514,30318,9,0.101,25878,8
E01000359,Bexley 009C,E09000004,Bexley,4.121,31748,10,0.072,29792,9
E01000360,Bexley 015A,E09000004,Bexley,21.137,13810,5,0.25,12311,4
E01000361,Bexley 020C,E09000004,Bexley,7.463,28098,9,0.107,25166,8
E01000362,Bexley 015B,E09000004,Bexley,14.279,20111,6,0.134,21816,7
E01000363,Bexley 020D,E09000004,Bexley,6.826,28836,9,0.099,26215,8
E01000364,Bexley 023A,E09000004,Bexley,7.234,28365,9,0.104,25456,8
E01000365,Bexley 015C,E09000004,Bexley,12.229,22334,7,0.165,18545,6
E01000366,Bexley 015D,E09000004,Bexley,9.81,25196,8,0.14,21150,7
E01000367,Bexley 010A,E09000004,Bexley,27.095,9830,3,0.336,7838,3
E01000368,Bexley 010B,E09000004,Bexley,30.135,8213,3,0.334,7941,3
E01000369,Bexley 014C,E09000004,Bexley,9.538,25518,8,0.105,25366,8
E01000370,Bexley 014D,E09000004,Bexley,10.264,24659,8,0.107,25048,8
E01000371,Bexley 014E,E09000004,Bexley,8.451,26901,8,0.135,21740,7
E01000372,Bexley 010C,E09000004,Bexley,28.034,9288,3,0.335,7874,3
E01000373,Bexley 008A,E09000004,Bexley,26.247,10354,4,0.361,6780,3
E01000374,Bexley 019A,E09000004,Bexley,34.385,6407,2,0.394,5548,2
E01000375,Bexley 019B,E09000004,Bexley,15.552,18718,6,0.206,15218,5
E01000376,Bexley 019C,E09000004,Bexley,13.092,21345,7,0.165,18599,6
E01000377,Bexley 019D,E09000004,Bexley,11.791,22831,7,0.12,23394,7
E01000379,Bexley 019F,E09000004,Bexley,18.955,15536,5,0.212,14774,5
E01000380,Bexley 010D,E09000004,Bexley,22.096,13073,4,0.276,10810,4
E01000381,Bexley 028A,E09000004,Bexley,24.241,11599,4,0.284,10380,4
E01000382,Bexley 027A,E09000004,Bexley,4.252,31644,10,0.069,30117,9
E01000383,Bexley 028B,E09000004,Bexley,15.559,18711,6,0.147,20478,7
E01000384,Bexley 027B,E09000004,Bexley,13.172,21267,7,0.181,17163,6
E01000385,Bexley 028C,E09000004,Bexley,27.299,9708,3,0.323,8424,3
E01000386,Bexley 028D,E09000004,Bexley,41.222,4284,2,0.43,4358,2
E01000387,Bexley 027C,E09000004,Bexley,8.158,27261,9,0.117,23766,8
E01000388,Bexley 016A,E09000004,Bexley,5.676,30147,9,0.085,28102,9
E01000389,Bexley 020E,E09000004,Bexley,9.52,25546,8,0.127,22580,7
E01000390,Bexley 020F,E09000004,Bexley,7.987,27479,9,0.1,26038,8
E01000391,Bexley 021E,E09000004,Bexley,11.797,22823,7,0.159,19221,6
E01000392,Bexley 016B,E09000004,Bexley,23.11,12352,4,0.279,10633,4
E01000393,Bexley 020G,E09000004,Bexley,8.047,27396,9,0.117,23700,8
E01000394,Bexley 015E,E09000004,Bexley,7.964,27514,9,0.087,27860,9
E01000395,Bexley 018B,E09000004,Bexley,3.839,32007,10,0.065,30684,10
E01000396,Bexley 018C,E09000004,Bexley,4.614,31313,10,0.088,27665,9
E01000398,Bexley 029A,E09000004,Bexley,18.028,16332,5,0.207,15132,5
E01000399,Bexley 029B,E09000004,Bexley,8.068,27365,9,0.11,24684,8
E01000400,Bexley 029C,E09000004,Bexley,12.671,21810,7,0.136,21573,7
E01000401,Bexley 013A,E09000004,Bexley,25.329,10910,4,0.28,10591,4
E01000402,Bexley 005B,E09000004,Bexley,23.487,12138,4,0.322,8449,3
E01000403,Bexley 004A,E09000004,Bexley,35.545,5964,2,0.391,5643,2
E01000404,Bexley 004B,E09000004,Bexley,34.502,6367,2,0.363,6673,2
E01000405,Bexley 004C,E09000004,Bexley,26.102,10432,4,0.353,7089,3
E01000406,Bexley 005C,E09000004,Bexley,19.67,14966,5,0.227,13733,5
E01000407,Bexley 005D,E09000004,Bexley,11.893,22707,7,0.135,21765,7
E01000408,Bexley 004D,E09000004,Bexley,29.174,8696,3,0.316,8757,3
E01000409,Bexley 016C,E09000004,Bexley,4.812,31106,10,0.096,26602,8
E01000410,Bexley 018D,E09000004,Bexley,6.515,29180,9,0.099,26193,8
E01000411,Bexley 016D,E09000004,Bexley,8.465,26878,8,0.109,24764,8
E01000412,Bexley 018E,E09000004,Bexley,9.348,25787,8,0.099,26221,8
E01000413,Bexley 018F,E09000004,Bexley,11.047,23728,8,0.117,23764,8
E01000414,Bexley 016E,E09000004,Bexley,16.981,17293,6,0.229,13628,5
E01000415,Bexley 016F,E09000004,Bexley,3.29,32490,10,0.046,32415,10
E01000416,Bexley 002A,E09000004,Bexley,23.922,11829,4,0.285,10316,4
E01000417,Bexley 006B,E09000004,Bexley,19.574,15041,5,0.209,15030,5
E01000418,Bexley 002B,E09000004,Bexley,16.282,17958,6,0.237,13122,4
E01000419,Bexley 006C,E09000004,Bexley,6.089,29648,9,0.07,29986,9
E01000420,Bexley 006D,E09000004,Bexley,10.068,24886,8,0.133,21964,7
E01000421,Bexley 009D,E09000004,Bexley,4.268,31634,10,0.067,30398,10
E01000422,Bexley 002C,E09000004,Bexley,29.415,8563,3,0.322,8470,3
E01000423,Bexley 025C,E09000004,Bexley,2.9,32796,10,0.05,32066,10
E01000424,Bexley 026A,E09000004,Bexley,7.306,28283,9,0.063,30849,10
E01000425,Bexley 025D,E09000004,Bexley,2.803,32889,10,0.039,32903,10
E01000426,Bexley 026B,E09000004,Bexley,9.242,25920,8,0.121,23296,7
E01000427,Bexley 026C,E09000004,Bexley,12.023,22567,7,0.152,19897,6
E01000428,Bexley 027D,E09000004,Bexley,23.766,11929,4,0.274,10879,4
E01000429,Bexley 008B,E09000004,Bexley,41.711,4149,2,0.433,4269,2
E01000430,Bexley 008C,E09000004,Bexley,18.794,15673,5,0.25,12321,4
E01000431,Bexley 008D,E09000004,Bexley,40.591,4439,2,0.463,3411,2
E01000433,Bexley 008F,E09000004,Bexley,42.512,3945,2,0.443,3958,2
E01000434,Bexley 008G,E09000004,Bexley,36.879,5490,2,0.397,5412,2
E01000435,Bexley 010E,E09000004,Bexley,28.002,9301,3,0.288,10180,4
E01000436,Bexley 011E,E09000004,Bexley,3.472,32315,10,0.078,28973,9
E01000437,Bexley 007A,E09000004,Bexley,10.517,24368,8,0.13,22266,7
E01000438,Bexley 007B,E09000004,Bexley,16.268,17977,6,0.175,17657,6
E01000439,Bexley 007C,E09000004,Bexley,27.638,9525,3,0.296,9750,3
E01000440,Bexley 007D,E09000004,Bexley,4.898,31013,10,0.08,28740,9
E01000441,Bexley 007E,E09000004,Bexley,34.18,6462,2,0.392,5585,2
E01000442,Bexley 006E,E09000004,Bexley,9.33,25803,8,0.127,22514,7
E01000443,Bexley 024B,E09000004,Bexley,15.268,19024,6,0.18,17255,6
E01000444,Bexley 023B,E09000004,Bexley,3.315,32469,10,0.043,32604,10
E01000445,Bexley 024C,E09000004,Bexley,4.906,30998,10,0.061,31033,10
E01000446,Bexley 024D,E09000004,Bexley,4.602,31326,10,0.08,28719,9
E01000447,Bexley 023C,E09000004,Bexley,11.218,23525,7,0.149,20171,6
E01000448,Bexley 023D,E09000004,Bexley,2.174,33301,10,0.019,33663,10
E01000449,Bexley 023E,E09000004,Bexley,3.006,32719,10,0.038,32972,10
E01000450,Bexley 009E,E09000004,Bexley,16.288,17947,6,0.224,13970,5
E01000451,Bexley 009F,E09000004,Bexley,6.307,29408,9,0.103,25632,8
E01000452,Bexley 009G,E09000004,Bexley,4.928,30971,10,0.082,28519,9
E01000453,Bexley 013B,E09000004,Bexley,6.069,29668,9,0.113,24219,8
E01000454,Bexley 013C,E09000004,Bexley,17.298,17008,6,0.207,15124,5
E01000455,Bexley 013D,E09000004,Bexley,5.963,29793,9,0.118,23670,8
E01000456,Bexley 013E,E09000004,Bexley,4.167,31709,10,0.077,29104,9
E01000457,Bexley 026D,E09000004,Bexley,13.676,20745,7,0.181,17126,6
E01000458,Bexley 027E,E09000004,Bexley,4.146,31722,10,0.068,30292,9
E01000459,Bexley 027F,E09000004,Bexley,14.337,20044,6,0.185,16805,5
E01000460,Bexley 022E,E09000004,Bexley,2.838,32849,10,0.036,33074,10
E01000461,Bexley 024E,E09000004,Bexley,3.959,31898,10,0.046,32455,10
E01000462,Bexley 026E,E09000004,Bexley,11.991,22602,7,0.149,20191,6
E01000463,Bexley 025E,E09000004,Bexley,4.818,31099,10,0.061,31095,10
E01000464,Bexley 002D,E09000004,Bexley,27.698,9485,3,0.373,6322,2
E01000465,Bexley 002E,E09000004,Bexley,31.243,7701,3,0.402,5251,2
E01000466,Bexley 001A,E09000004,Bexley,27.799,9426,3,0.368,6487,2
E01000467,Bexley 001B,E09000004,Bexley,24.126,11678,4,0.325,8349,3
E01000468,Bexley 001C,E09000004,Bexley,21.086,13855,5,0.297,9691,3
E01000469,Bexley 001D,E09000004,Bexley,21.268,13692,5,0.306,9229,3
E01000470,Bexley 002F,E09000004,Bexley,39.935,4590,2,0.492,2708,1
E01000471,Brent 026A,E09000005,Brent,22.484,12806,4,0.253,12131,4
E01000472,Brent 029A,E09000005,Brent,25.505,10784,4,0.401,5294,2
E01000473,Brent 029B,E09000005,Brent,32.35,7237,3,0.364,6654,2
E01000474,Brent 026B,E09000005,Brent,26.243,10359,4,0.27,11144,4
E01000475,Brent 029C,E09000005,Brent,27.009,9882,3,0.325,8342,3
E01000476,Brent 026C,E09000005,Brent,24.942,11152,4,0.299,9610,3
E01000477,Brent 026D,E09000005,Brent,39.4,4734,2,0.513,2244,1
E01000478,Brent 029D,E09000005,Brent,28.201,9209,3,0.329,8123,3
E01000479,Brent 009A,E09000005,Brent,17.262,17040,6,0.184,16887,6
E01000480,Brent 006A,E09000005,Brent,15.421,18864,6,0.236,13149,4
E01000481,Brent 009B,E09000005,Brent,31.999,7371,3,0.462,3435,2
E01000483,Brent 009D,E09000005,Brent,44.065,3583,2,0.577,1196,1
E01000484,Brent 006B,E09000005,Brent,31.201,7717,3,0.391,5627,2
E01000485,Brent 006C,E09000005,Brent,25.882,10549,4,0.366,6584,2
E01000486,Brent 006D,E09000005,Brent,17.005,17267,6,0.277,10762,4
E01000487,Brent 006E,E09000005,Brent,25.092,11048,4,0.347,7322,3
E01000488,Brent 022A,E09000005,Brent,22.556,12746,4,0.299,9604,3
E01000489,Brent 030A,E09000005,Brent,20.472,14355,5,0.268,11240,4
E01000490,Brent 023A,E09000005,Brent,25.921,10525,4,0.263,11527,4
E01000491,Brent 030B,E09000005,Brent,19.919,14787,5,0.217,14430,5
E01000492,Brent 030C,E09000005,Brent,16.126,18107,6,0.16,19074,6
E01000493,Brent 030D,E09000005,Brent,14.096,20299,7,0.144,20709,7
E01000494,Brent 023B,E09000005,Brent,22.497,12795,4,0.302,9454,3
E01000495,Brent 023C,E09000005,Brent,30.884,7854,3,0.383,5927,2
E01000497,Brent 011A,E09000005,Brent,33.039,6927,3,0.402,5237,2
E01000498,Brent 010B,E09000005,Brent,52.586,1933,1,0.675,301,1
E01000499,Brent 011B,E09000005,Brent,47.585,2823,1,0.645,465,1
E01000501,Brent 011C,E09000005,Brent,38.432,5012,2,0.521,2070,1
E01000502,Brent 011D,E09000005,Brent,37.092,5431,2,0.509,2328,1
E01000503,Brent 011E,E09000005,Brent,36.878,5493,2,0.46,3484,2
E01000504,Brent 018A,E09000005,Brent,24.992,11117,4,0.304,9359,3
E01000505,Brent 018B,E09000005,Brent,22.918,12513,4,0.283,10434,4
E01000506,Brent 014A,E09000005,Brent,44.857,3392,2,0.585,1082,1
E01000507,Brent 018C,E09000005,Brent,25.074,11060,4,0.302,9456,3
E01000508,Brent 025A,E09000005,Brent,46.122,3133,1,0.533,1851,1
E01000509,Brent 014B,E09000005,Brent,50.902,2207,1,0.589,1030,1
E01000510,Brent 014C,E09000005,Brent,55.903,1482,1,0.64,508,1
E01000511,Brent 014D,E09000005,Brent,40.654,4419,2,0.522,2059,1
E01000512,Brent 018D,E09000005,Brent,25.393,10867,4,0.313,8927,3
E01000513,Brent 002A,E09000005,Brent,22.625,12703,4,0.277,10741,4
E01000514,Brent 002B,E09000005,Brent,20.684,14186,5,0.266,11353,4
E01000515,Brent 003A,E09000005,Brent,32.041,7343,3,0.372,6343,2
E01000516,Brent 002C,E09000005,Brent,21.85,13265,4,0.319,8619,3
E01000517,Brent 003B,E09000005,Brent,16.547,17692,6,0.196,16008,5
E01000518,Brent 005A,E09000005,Brent,22.178,13012,4,0.277,10719,4
E01000519,Brent 005B,E09000005,Brent,28.75,8909,3,0.371,6383,2
E01000520,Brent 002D,E09000005,Brent,27.639,9522,3,0.383,5925,2
E01000521,Brent 025B,E09000005,Brent,63.042,721,1,0.694,221,1
E01000522,Brent 025C,E09000005,Brent,38.058,5134,2,0.509,2326,1
E01000523,Brent 031A,E09000005,Brent,46.915,2961,1,0.532,1866,1
E01000524,Brent 031B,E09000005,Brent,62.133,799,1,0.655,403,1
E01000525,Brent 031C,E09000005,Brent,44.321,3505,2,0.5,2526,1
E01000526,Brent 025D,E09000005,Brent,52.215,1995,1,0.609,799,1
E01000527,Brent 025E,E09000005,Brent,53.357,1822,1,0.645,468,1
E01000528,Brent 025F,E09000005,Brent,45.225,3308,1,0.569,1306,1
E01000530,Brent 033A,E09000005,Brent,15.362,18923,6,0.167,18435,6
E01000531,Brent 033B,E09000005,Brent,33.127,6884,3,0.386,5806,2
E01000532,Brent 033C,E09000005,Brent,24.695,11306,4,0.226,13804,5
E01000533,Brent 031E,E09000005,Brent,54.744,1629,1,0.658,385,1
E01000534,Brent 033D,E09000005,Brent,18.328,16063,5,0.252,12149,4
E01000535,Brent 031F,E09000005,Brent,33.209,6850,3,0.411,4979,2
E01000536,Brent 004A,E09000005,Brent,12.605,21873,7,0.147,20418,7
E01000538,Brent 004B,E09000005,Brent,8.578,26737,8,0.17,18150,6
E01000539,Brent 004C,E09000005,Brent,12.935,21521,7,0.145,20654,7
E01000540,Brent 004D,E09000005,Brent,8.973,26236,8,0.104,25539,8
E01000541,Brent 004E,E09000005,Brent,21.055,13884,5,0.264,11479,4
E01000543,Brent 003E,E09000005,Brent,20.547,14300,5,0.23,13590,5
E01000544,Brent 034A,E09000005,Brent,29.701,8415,3,0.443,3974,2
E01000545,Brent 028A,E09000005,Brent,35.665,5922,2,0.443,3965,2
E01000546,Brent 028B,E09000005,Brent,32.412,7206,3,0.4,5325,2
E01000547,Brent 028C,E09000005,Brent,21.119,13825,5,0.249,12379,4
E01000548,Brent 028D,E09000005,Brent,35.64,5926,2,0.419,4717,2
E01000549,Brent 028E,E09000005,Brent,16.936,17338,6,0.207,15163,5
E01000550,Brent 034B,E09000005,Brent,34.271,6438,2,0.421,4659,2
E01000551,Brent 034C,E09000005,Brent,31.45,7611,3,0.455,3632,2
E01000552,Brent 034D,E09000005,Brent,27.7,9483,3,0.37,6419,2
E01000553,Brent 015A,E09000005,Brent,36.359,5668,2,0.386,5828,2
E01000554,Brent 015B,E09000005,Brent,27.089,9835,3,0.365,6616,2
E01000555,Brent 015C,E09000005,Brent,21.465,13555,5,0.239,12991,4
E01000556,Brent 015D,E09000005,Brent,42.36,3978,2,0.403,5226,2
E01000557,Brent 015E,E09000005,Brent,31.391,7634,3,0.391,5646,2
E01000558,Brent 015F,E09000005,Brent,29.401,8576,3,0.311,8986,3
E01000559,Brent 018E,E09000005,Brent,24.332,11535,4,0.263,11524,4
E01000560,Brent 023D,E09000005,Brent,23.434,12165,4,0.229,13636,5
E01000561,Brent 023E,E09000005,Brent,25.415,10854,4,0.388,5734,2
E01000562,Brent 008A,E09000005,Brent,11.955,22649,7,0.152,19906,6
E01000563,Brent 008B,E09000005,Brent,8.929,26295,8,0.118,23645,8
E01000564,Brent 013A,E09000005,Brent,26.063,10455,4,0.313,8910,3
E01000565,Brent 013B,E09000005,Brent,26.28,10327,4,0.315,8804,3
E01000566,Brent 008C,E09000005,Brent,16.102,18128,6,0.202,15561,5
E01000567,Brent 016A,E09000005,Brent,22.461,12830,4,0.319,8625,3
E01000568,Brent 008D,E09000005,Brent,12.431,22102,7,0.088,27647,9
E01000569,Brent 008E,E09000005,Brent,10.741,24102,8,0.169,18167,6
E01000570,Brent 012A,E09000005,Brent,28.173,9218,3,0.392,5611,2
E01000571,Brent 012B,E09000005,Brent,22.538,12761,4,0.263,11520,4
E01000572,Brent 007A,E09000005,Brent,16.825,17443,6,0.237,13130,4
E01000573,Brent 007B,E09000005,Brent,18.877,15601,5,0.294,9880,3
E01000574,Brent 007C,E09000005,Brent,18.011,16344,5,0.239,12965,4
E01000575,Brent 007D,E09000005,Brent,21.804,13300,4,0.267,11267,4
E01000576,Brent 012C,E09000005,Brent,21.008,13923,5,0.284,10408,4
E01000577,Brent 007E,E09000005,Brent,34.702,6283,2,0.486,2840,1
E01000578,Brent 012D,E09000005,Brent,31.683,7504,3,0.398,5379,2
E01000579,Brent 032A,E09000005,Brent,23.562,12086,4,0.244,12681,4
E01000580,Brent 032B,E09000005,Brent,17.965,16391,5,0.254,12064,4
E01000581,Brent 030E,E09000005,Brent,20.307,14465,5,0.189,16545,5
E01000582,Brent 032C,E09000005,Brent,15.13,19182,6,0.128,22465,7
E01000583,Brent 032D,E09000005,Brent,21.111,13833,5,0.217,14421,5
E01000584,Brent 033E,E09000005,Brent,16.768,17498,6,0.168,18319,6
E01000585,Brent 033F,E09000005,Brent,18.279,16108,5,0.221,14186,5
E01000586,Brent 032E,E09000005,Brent,27.75,9444,3,0.312,8958,3
E01000587,Brent 001A,E09000005,Brent,17.864,16483,5,0.235,13243,4
E01000589,Brent 001B,E09000005,Brent,20.271,14494,5,0.269,11151,4
E01000590,Brent 001C,E09000005,Brent,16.427,17794,6,0.203,15483,5
E01000591,Brent 003F,E09000005,Brent,24.333,11532,4,0.265,11404,4
E01000592,Brent 001D,E09000005,Brent,21.79,13304,4,0.272,11017,4
E01000593,Brent 001E,E09000005,Brent,23.41,12182,4,0.316,8789,3
E01000594,Brent 001F,E09000005,Brent,22.942,12490,4,0.252,12138,4
E01000595,Brent 027A,E09000005,Brent,51.721,2078,1,0.615,739,1
E01000596,Brent 021A,E09000005,Brent,51.029,2189,1,0.637,532,1
E01000599,Brent 027D,E09000005,Brent,44.83,3403,2,0.587,1048,1
E01000601,Brent 021B,E09000005,Brent,71.307,238,1,0.825,16,1
E01000602,Brent 021C,E09000005,Brent,41.9,4092,2,0.479,3007,1
E01000603,Brent 021D,E09000005,Brent,54.57,1646,1,0.647,448,1
E01000604,Brent 021E,E09000005,Brent,47.633,2811,1,0.597,918,1
E01000605,Brent 021F,E09000005,Brent,49.815,2393,1,0.577,1198,1
E01000606,Brent 016B,E09000005,Brent,27.566,9557,3,0.327,8223,3
E01000607,Brent 013C,E09000005,Brent,23.822,11897,4,0.299,9566,3
E01000608,Brent 013D,E09000005,Brent,29.683,8425,3,0.325,8339,3
E01000609,Brent 016C,E09000005,Brent,24.975,11129,4,0.294,9862,3
E01000610,Brent 019A,E09000005,Brent,29.606,8474,3,0.381,6006,2
E01000611,Brent 016D,E09000005,Brent,19.353,15230,5,0.247,12484,4
E01000612,Brent 019B,E09000005,Brent,29.138,8714,3,0.395,5510,2
E01000613,Brent 013E,E09000005,Brent,27.845,9403,3,0.354,7034,3
E01000615,Brent 036A,E09000005,Brent,16.482,17736,6,0.186,16783,5
E01000616,Brent 020A,E09000005,Brent,28.536,9020,3,0.334,7914,3
E01000617,Brent 036B,E09000005,Brent,23.852,11876,4,0.361,6781,3
E01000618,Brent 036D,E09000005,Brent,27.332,9686,3,0.348,7293,3
E01000619,Brent 036C,E09000005,Brent,26.904,9940,3,0.33,8090,3
E01000620,Brent 020B,E09000005,Brent,23.038,12413,4,0.242,12793,4
E01000621,Brent 020C,E09000005,Brent,30.642,7976,3,0.305,9293,3
E01000622,Brent 010D,E09000005,Brent,36.271,5702,2,0.418,4751,2
E01000623,Brent 005C,E09000005,Brent,18.438,15978,5,0.251,12206,4
E01000624,Brent 005D,E09000005,Brent,20.397,14413,5,0.259,11738,4
E01000625,Brent 009E,E09000005,Brent,29.191,8686,3,0.373,6332,2
E01000626,Brent 010E,E09000005,Brent,45.27,3303,1,0.522,2049,1
E01000627,Brent 014E,E09000005,Brent,46.043,3167,1,0.518,2117,1
E01000628,Brent 014F,E09000005,Brent,49.524,2442,1,0.529,1924,1
E01000629,Brent 005E,E09000005,Brent,21.58,13458,4,0.299,9584,3
E01000630,Brent 026E,E09000005,Brent,33.233,6844,3,0.409,5019,2
E01000631,Brent 019C,E09000005,Brent,20.624,14234,5,0.269,11198,4
E01000632,Brent 029E,E09000005,Brent,27.55,9571,3,0.287,10245,4
E01000633,Brent 019D,E09000005,Brent,32.926,6980,3,0.381,6005,2
E01000634,Brent 019E,E09000005,Brent,32.289,7262,3,0.426,4504,2
E01000636,Brent 020E,E09000005,Brent,26.275,10332,4,0.328,8209,3
E01000637,Brent 022B,E09000005,Brent,32.952,6965,3,0.43,4375,2
E01000638,Brent 024A,E09000005,Brent,43.085,3803,2,0.544,1678,1
E01000639,Brent 022C,E09000005,Brent,25.427,10848,4,0.298,9620,3
E01000640,Brent 024B,E09000005,Brent,46.448,3064,1,0.556,1496,1
E01000641,Brent 024C,E09000005,Brent,44.151,3555,2,0.539,1763,1
E01000642,Brent 022D,E09000005,Brent,35.599,5942,2,0.421,4642,2
E01000643,Brent 024D,E09000005,Brent,52.129,2008,1,0.605,839,1
E01000644,Brent 022E,E09000005,Brent,31.33,7658,3,0.412,4924,2
E01000645,Bromley 007A,E09000006,Bromley,2.21,33283,10,0.02,33647,10
E01000646,Bromley 016A,E09000006,Bromley,6.445,29255,9,0.096,26564,8
E01000647,Bromley 016B,E09000006,Bromley,7.752,27754,9,0.118,23690,8
E01000648,Bromley 016C,E09000006,Bromley,5.987,29761,9,0.084,28265,9
E01000649,Bromley 007B,E09000006,Bromley,5.557,30261,9,0.083,28375,9
E01000650,Bromley 022A,E09000006,Bromley,6.518,29177,9,0.114,24142,8
E01000651,Bromley 020A,E09000006,Bromley,8.832,26418,8,0.109,24829,8
E01000652,Bromley 022B,E09000006,Bromley,2.636,33018,10,0.058,31324,10
E01000653,Bromley 016D,E09000006,Bromley,5.109,30763,10,0.087,27890,9
E01000654,Bromley 039A,E09000006,Bromley,10.226,24704,8,0.131,22140,7
E01000655,Bromley 039B,E09000006,Bromley,10.665,24185,8,0.118,23634,8
E01000656,Bromley 039C,E09000006,Bromley,6.786,28870,9,0.075,29432,9
E01000657,Bromley 039D,E09000006,Bromley,15.869,18371,6,0.185,16794,5
E01000658,Bromley 042A,E09000006,Bromley,7.164,28456,9,0.087,27894,9
E01000659,Bromley 039E,E09000006,Bromley,8.154,27265,9,0.117,23800,8
E01000661,Bromley 026A,E09000006,Bromley,31.033,7794,3,0.36,6787,3
