evse_uid,total_duration_min,location_id,latitude,longitude,ur_j
00923bf57075ee6db0a74ca5c1bc0203,357.8,1V4VFYB,51.532259,-0.02351,0.008282407407407408
00959402274414fd834c4f94372cd14a,98.71666666666667,2C9T3N6,51.519175,-0.204654,0.002285108024691358
0095f55756b733dbe7756480f8dc7c01,5509.6333333,737NB32,51.419205,-0.132518,0.1275378086412037
009d19214b330455e667dbfdc4df347e,1403.9499999833333,URGCBVA,51.533422,-0.120719,0.03249884259220679
009eccb39ace4831a1d9f704ad62cfbe,0.7833333333333333,RM4U9ZN,51.493999,-0.157258,1.8132716049382716e-05
00a0126f70e147fea6bea0690ba0870c,5936.599999966665,HVAHE5M,51.58451,-0.351788,0.13742129629552466
00a14ff863894db4860eac6b2d441b41,3640.7166666499998,70DF2ZU,51.480975,-0.06928,0.08427584876504629
00abc450f6d5c1566edbffb6d143cb4b,1912.5333333166666,B6K9JJE,51.495281,-0.277447,0.0442716049378858
00abf815674e44719f86fff1665720c8,5487.466666650001,D2S4TCP,51.488585,-0.081443,0.1270246913576389
00b7056d82db4f58b63e1aeae114816c,452.9999999500001,BRPSAIZ,51.518373,-0.028547,0.010486111109953705
00b771bff9e412aa21c4888436c237cf,184.21666665,AJLT9SZ,51.542304,-0.044379,0.004264274690972222
00bfc4ddfc3a80b52ce298266cc43b4e,1.45,DA82LJA,51.510023,-0.014831,3.3564814814814815e-05
00c1feabc1c54acbac525bf2e7f71c9c,1100.2333333333333,L4DFBPV,51.590017,0.032329,0.025468364197530863
00c4df1edf5c4f2f4f8b9528fa7cd83e,7609.349999983331,1B3JQML,51.504839,0.02122,0.17614236111072526
00c50ecb83434dd7b274b360525a641c,449.4166666166667,NRXUJFQ,51.506748,0.226487,0.010403163579089507
00cae01d469445e8b957d6bafc26a63d,507.7,V1VU8OX,51.455874,-0.301833,0.011752314814814814
00ceec0357bbe494f21e20b84ba028eb,566.7666666666667,EGIDO6T,51.542689,-0.11519,0.013119598765432098
00d6fc184cb16734ffa689f0453f0aaf,194.33333333333334,GMVNDLX,51.502942,-0.209574,0.004498456790123457
00d91025cac57e99f75e43588f677349,1679.1999999833333,3FBGOSW,51.500462,-0.133543,0.038870370369984565
00dccd33b7ea410cb0efc86cda6d478e,3647.2999999666663,IDSCSD0,51.488777,0.016095,0.08442824073996913
00dd72db00307bbd809e90bcab0723b2,5.283333333333333,ADIHUVQ,51.431069,-0.334599,0.0001222993827160494
00e1f13c298548ab9472edd1bdf231b7,674.4999999666667,WWBOTVN,51.547833,-0.145089,0.015613425925154321
00e21a94bea6d675176db6cce6cc9099,9235.6,1R7K5R5,51.575222,-0.324208,0.21378703703703705
00e86f78e9ca2055e9d993fd3311fed6,1529.3666666166664,HX5YZYY,51.465649,0.147299,0.03540200617168209
00efd87dd26b401fab3dcaff4f18954e,1219.9499999666666,AA8V5OJ,51.520007,-0.150882,0.028239583332561727
00f07af86e33e272d563cf623103e028,136.28333331666667,QCLB0V6,51.454267,-0.158777,0.0031547067897376544
00f323a502504893877184e7a10b9c21,1424.1333333333332,4GOSPSQ,51.445787,-0.34571,0.032966049382716044
00f85c9b0b3824b5c095d21e19e6185c,89.91666666666667,65D6DVV,51.452003,-0.319848,0.0020814043209876542
010309202dc0588f631f4c11a512c596,913.5666666500001,B6K9JJE,51.495281,-0.277447,0.021147376542824076
